id,address,nearbySchoolNum,houseType,soldPrice,lastSoldPrice,rentPrice,bedroom,bathroom,carspace,soldTimeYear,soldTimeMonth,lastSoldTimeYear,lastSoldTimeMonth,rentTimeYear,rentTimeMonth,landSize,buildingSize,buildYear,distanceToCBD,distanceToStation
1929,"28/5 Waterway Court, Churchlands",2,Unit,427500,400000,430,2,1,1,2014,7,2010,9,2014,5,5230,687,,6,3
1930,"114C Abbett Street, Scarborough",2,Townhouse,702500,,700,3,2,2,2010,10,,,2015,8,1366,146,,10,3
1931,"73/81 King William Street, Bayswater",3,Unit,212000,187000,250,1,1,1,2013,2,2010,9,2016,11,25587,,1978,6,0.82
1932,"6/84 Stanley Street, Scarborough",2,Unit,243000,,,1,1,1,2010,10,,,,,4094,,,10,4
1933,"39 Wyatt Road, Bayswater",3,House,560000,,,3,1,1,2012,11,,,,,1019,,,7,1
1936,"121B Cobb Street, Wembley Downs",2,House,1220000,,,4,2,2,2010,9,,,,,564,232,,9,3
1937,"4a Chiswick Street, Wembley Downs",2,House,790000,,,3,1,2,2010,8,,,,,750,123,,8,4
1939,"8A Scalby Street, Scarborough",2,House,689000,,,3,2,2,2010,10,,,,,358,161,2001,9,3
194,"14/20 Wellington, Mosman Park",3,Apartment,365000,,,2,1,1,2010,1,,,,,2490,65,,11,0.48
1940,"2/34 Jacqueline Street, Bayswater",3,House,525000,,,4,2,2,2010,7,,,,,1116,,,8,0.79
1941,"13B Bower Street, Scarborough",2,House,800000,699000,,3,2,2,2013,3,2010,10,,,937,,,9,3
1943,"3/73 Pearl Parade, Scarborough",2,Villa,378000,,320,2,1,1,2010,11,,,2016,9,2441,60,1979,11,3
1944,"40/81 King William Street, Bayswater",3,Unit,220000,,,2,1,1,2014,7,,,,,25587,52,1978,6,0.82
1945,"8/8 Drabble Road, Scarborough",2,Villa,1050000,,400,3,1,1,2010,6,,,2016,8,2023,,,10,3
1946,"60/81 King William Street, Bayswater",3,Unit,261000,,310,2,1,1,2009,11,,,2013,4,25587,,,6,0.82
1947,"2/41 Filburn Street, Scarborough",2,Townhouse,770000,708000,450,3,2,2,2016,5,2010,10,2010,4,290,154,1999,11,4
1948,"66/81 King William Street, Bayswater",3,Apartment,250000,,240,2,1,1,2010,4,,,2009,5,25587,53,1978,6,0.82
1949,"29/81 King William Street, Bayswater",3,Unit,240000,232000,250,2,1,1,2014,3,2010,6,2010,1,25636,52,1978,6,0.82
1950,"1 84 Gildercliffe Street, Scarborough",2,House,525000,,,3,1,1,2010,11,,,,,693,,,10,2
1951,"40 Purdom, Wembley Downs",2,House,745000,,,3,1,1,2010,10,,,,,455,,,8,4
1952,"14/57 Moran Court, Beaconsfield",3,Townhouse,375000,,395,2,1,1,2010,11,,,2014,8,4492,71,1992,16,2
1953,"5/46 PEARL, Scarborough",2,Apartment,263000,,,1,1,1,2010,9,,,,,3268,40,,11,4
1954,"119c Solomon Street, Beaconsfield",3,House,1250000,,825,4,2,1,2010,3,,,2013,4,251,214,2004,15,1
1955,"11/94 Lefroy Road, Beaconsfield",3,Unit,315000,,325,3,1,1,2010,5,,,2016,10,108,108,1972,15,3
1956,"11 287 West Coast Highway, Scarborough",2,Apartment,710000,,,1,1,1,2010,11,,,,,4839,,,11,4
1957,"13/84 Stanley Street, Scarborough",2,Apartment,265000,,260,1,1,1,2010,5,,,2012,3,4094,,,10,4
196,"43 Harvey Street, Mosman Park",3,House,1170000,1040000,,3,2,2,2015,10,2010,1,,,533,155,1971,11,0.50
1960,"5 Frances Gregory Drive, Bedfordale",2,House,650000,,,4,2,2,2010,11,,,,,4581,,2002,29,4
1961,"7 Cobb Street, Scarborough",2,House,810000,,,1,1,,2010,11,,,,,493,,,10,4
1962,"52 Thorburn Avenue, Beechboro",3,House,457000,376500,,4,2,2,2013,7,2010,3,,,818,170,1980,13,4
1963,"29A CLIFTON, Scarborough",2,House,340000,,750,1,1,1,2010,11,,,2015,11,266,,,10,3
1964,"211 Westview Street, Scarborough",2,House,312000,,,1,1,1,2010,3,,,,,693,,,10,2
1966,"12 64 Stanley Street, Scarborough",2,Apartment,315000,,,1,1,1,2010,11,,,,,3780,,,10,4
1968,"1/73 Pearl Parade, Scarborough",2,Unit,400000,,400,2,1,1,2010,10,,,2016,5,2441,,,11,3
1969,"14 Bandicoot Way, Beeliar",3,House,608000,,,4,2,2,2012,11,,,,,602,242,,20,4
197,"4/6 Wellington Street, Mosman Park",3,House,585000,555000,500,2,1,1,2013,7,2010,1,2011,10,255,70,1965,11,0.40
1970,"5/16 Dover Road, Scarborough",2,Unit,375000,,300,2,1,1,2010,9,,,2009,9,73,,,10,3
1972,"6 3-May Alga Street, Scarborough",0,House,389000,,,2,1,1,2010,11,,,,,1012,,,,
1974,"14/64 STANLEY STREET, Scarborough",2,Apartment,290000,,,2,1,,2010,9,,,,,3780,61,,10,4
1976,"10 59 Brighton Road, Scarborough",2,Villa,409500,,,2,1,1,2010,11,,,,,2833,,,10,3
1978,"4/178 The Esplanade, Scarborough",2,Unit,440000,,,2,1,,2010,8,,,,,4088,,,11,4
1979,"6/46 PEARL, Scarborough",2,Apartment,367500,,,2,1,1,2010,9,,,,,3268,56,,11,4
1981,"3 29 Pearl Parade, Scarborough",2,Townhouse,372000,,,2,1,1,2010,11,,,,,2610,,,11,4
1983,"49 Sulman Road, Wembley Downs",2,House,645000,642000,,2,1,1,2013,8,2010,8,,,464,80,,9,3
1985,"144A Northstead Street, Scarborough",2,Duplex,520000,,480,3,1,2,2010,10,,,2016,11,693,120,1996,10,3
1987,"13C Stewart Street, Scarborough",2,Villa,635000,,550,3,2,2,2010,10,,,2010,11,1013,,2001,10,3
1989,"8A Wilson Crescent, Wembley Downs",2,House,655500,,,3,1,3,2010,9,,,,,434,104,1974,9,3
1990,"92A Williamson Avenue, Belmont",2,Duplex,420000,356000,450,2,1,1,2014,3,2010,1,2013,1,506,86,,7,4
1991,"43/47 Hardey Road, Belmont",2,Apartment,175000,,,1,1,,2010,2,,,,,,25,,6,3
1992,"140 Brompton Road, Wembley Downs",2,House,1210000,,,4,2,3,2010,9,,,,,1012,200,,9,5
1993,"29B Lawson Street, Bentley",3,House,610000,,,6,3,2,2010,8,,,,,820,,,7,2
1994,"113 Westview Street, Scarborough",2,,826000,,500,4,2,2,2010,9,,,2009,10,693,,,10,3
1995,"15 Stanley Street, Scarborough",2,House,955000,,480,4,1,1,2010,8,,,2010,7,1005,74,1979,11,4
1996,"27 Merian Close, Bentley",3,Townhouse,399000,,,3,2,1,2010,1,,,,,15463,112,,8,0.99
1997,"34 Buxton, Wembley Downs",2,House,1300000,,,4,2,2,2010,11,,,,,540,307,,9,5
1999,"70 BUXTON, Wembley Downs",2,House,1290000,,,4,2,2,2010,11,,,,,1144,195,,9,5
2,"100/369 Hay Street, Perth",2,Apartment,465000,400000,450,1,1,1,2013,4,2010,7,2015,10,4726,50,,0.98,0.62
20,"14/315 Bulwer Street, Northbridge",0,Unit,431500,,,2,1,2,2010,9,,,,,,,,1,1
2000,"22C Nautilus Crescent, Scarborough",2,Unit,970000,,,4,2,3,2010,7,,,,,1041,210,,11,4
2001,"a, 27 Weaponess Road, Scarborough",2,House,865000,,,4,2,,2010,7,,,,,536,295,,10,3
2002,"3 Treaty Oak Cov, Bibra Lake",3,House,610000,,,4,2,2,2010,11,,,,,715,,,16,4
2003,"139 ABBETT, Scarborough",2,,910000,,,4,2,2,2010,11,,,,,1012,267,,10,3
2005,"27A Weaponess Road, Scarborough",2,Duplex,845000,,,4,2,2,2012,7,,,,,536,245,2006,10,3
2006,"77c Calais Road, Scarborough",2,Townhouse,1010000,890000,850,4,3,2,2014,5,2010,6,2012,11,369,230,,10,3
2007,"36a Bristol Avenue, Bicton",1,House,860000,,680,5,3,2,2010,11,,,2010,1,516,200,2001,11,3
2008,"66 Westbury Crescent, Bicton",1,House,860000,,600,3,1,2,2010,3,,,2012,10,561,,,11,2
2012,"2/15 Kanimbla Street, Bicton",1,Villa,535000,,,3,1,2,2010,11,,,,,759,85,,11,3
2013,"4 BELLA Vista, Scarborough",2,House,1710000,900000,,5,2,2,2016,3,2010,3,,,470,293,2012,10,4
2014,"29 The Ramble, Booragoon",1,House,1840000,1790000,,5,4,2,2012,11,2010,11,,,1415,541,,9,2
2016,"38 Dickenson Way, Booragoon",1,House,1243000,,,5,4,2,2010,2,,,,,854,,1993,10,2
2017,"166 Calais Road, Wembley Downs",2,House,1240000,1200000,,5,1,2,2016,7,2010,3,,,1185,200,1967,9,5
2019,"42 Dover Crescent, Wembley Downs",2,House,1300000,,,5,2,2,2009,7,,,,,476,262,,9,5
202,"4/115 Monument Street, Mosman Park",3,Unit,230000,,285,1,1,1,2009,7,,,2015,6,2605,39,,11,0.67
2021,"49 Ailsa Street, Wembley Downs",2,House,1123000,325000,,5,3,2,2010,11,1994,5,,,834,308,1979,8,4
2022,"21 Unwin Avenue, Wembley Downs",2,House,1725000,,,5,3,2,2009,3,,,,,542,355,,8,3
2024,"142 Calais Road, Wembley Downs",2,House,1025000,,790,5,2,1,2009,3,,,2013,12,1093,220,,9,3
2027,"54 Darley Circle, Bull Creek",3,House,780000,,565,4,2,2,2010,11,,,2010,6,751,,,12,1
2029,"33C Seaforth Avenue, Balcatta",3,Townhouse,580000,,,4,2,2,2010,10,,,,,756,,,7,2
203,"75 Reserve Street, Wembley",3,House,755000,,,2,2,1,2010,11,,,,,445,130,1945,5,2
2032,"14a Wilcock Avenue, Balcatta",3,Villa,395000,336000,305,2,1,1,2015,4,2010,11,2017,1,216,95,,8,2
2033,"2/7 Manners Place, Bull Creek",3,Duplex,545000,,,4,2,1,2010,8,,,,,1184,,,11,0.71
2034,"2/54 Lindisfarne Way, Balcatta",3,Duplex,450000,,,3,1,2,2010,10,,,,,1058,133,,9,3
2036,"1/24 Jedda Road, Balcatta",3,Villa,395000,,,3,1,1,2010,10,,,,,198,,,7,2
2037,"41 Bramston Vs, Burns Beach",0,House,875000,,,4,2,2,2010,11,,,,,426,,,28,1
2038,"49 Rushton Street, Burswood",1,House,379000,,,3,1,2,2010,11,,,,,310,97,1972,3,0.73
2040,"349 Main Street, Balcatta",3,House,425000,79000,400,3,1,3,2016,9,1991,4,2011,10,405,,1950,8,2
2041,"1306/2 Oldfield Street, Burswood",1,Apartment,640000,,550,2,2,1,2010,11,,,2015,8,4875,99,2008,3,0.39
2044,"36 Haslingfield Way, Butler",3,House,442000,,,4,2,2,2010,8,,,,,635,182,,37,1
2045,"33A Seaforth Avenue, Balcatta",3,Townhouse,485000,,,3,2,2,2010,9,,,,,756,,,7,2
2047,"19 Canning Street, Balcatta",3,House,400000,,,1,1,1,2010,7,,,,,437,358,2012,9,2
205,"15/115 Herdsman Parade, Wembley",3,Townhouse,345000,,,2,1,1,2010,4,,,,,12040,,,5,2
2055,"52A RENMARK Street, Balcatta",3,Duplex,640000,265000,500,3,2,2,2012,10,2010,11,2016,4,868,175,,7,2
2057,"4/26 WILCOCK AVENUE, Balcatta",3,Villa,343000,,,2,1,2,2010,5,,,,,203,70,,8,3
2059,"2 86 Campion Avenue, Balcatta",3,Villa,347500,,,2,1,1,2010,11,,,,,1013,,,8,3
206,"49 Pangbourne Street, Wembley",3,House,1055000,292000,,4,2,3,2010,11,1993,11,,,470,,,4,1
2060,"12 Lacombe Court, Canning Vale",3,House,760000,750000,,4,2,2,2013,7,2010,1,,,908,247,1998,16,5
2061,"1 78 CAMPION Avenue, Balcatta",3,Villa,320000,,,2,1,,2010,11,,,,,1011,,,8,3
2062,"11 Kiah Mews, Canning Vale",3,House,737000,,,4,2,2,2010,4,,,,,841,243,,17,6
2063,"102 Poincaire Street, Stirling",0,House,535000,390000,285,2,2,1,2014,2,2010,2,2009,4,63,81,,9,2
2065,"3 80 Campion Drive, Balcatta",3,House,345000,,,2,1,1,2010,11,,,,,1010,,,8,3
2066,"60 Banda Boulevard, Canning Vale",3,House,693000,,,4,2,2,2010,11,,,,,626,259,,15,3
2067,"6 Boyce Road, Balcatta",3,House,495000,,260,2,1,4,2010,11,,,2009,11,716,,,7,2
2068,"51 Emerald Drive, Carabooda",0,House,1150000,920000,,5,3,2,2017,3,2010,5,,,20962,200,,41,4
2069,"2/285 Main Street, Balcatta",3,Villa,398000,313500,260,2,1,2,2013,9,2009,11,2009,6,886,73,1995,7,2
207,"4/15 Currie Street, Jolimont",1,Unit,390000,375000,450,2,1,1,2013,4,2010,10,2012,3,1602,51,1967,4,0.42
2070,"2 35 Collier Avenue, Balcatta",3,Villa,351000,,,2,1,1,2010,11,,,,,1013,,,8,3
2072,"36B Bruton Street, Balcatta",3,Duplex,329000,,305,2,1,1,2009,10,,,2015,12,810,,,9,2
2074,"36/11 Nugent Street, Balcatta",3,,348000,,,2,1,1,2009,10,,,,,27611,,,10,3
2078,"23 Jindare Loop, Carramar",1,House,580000,496000,,5,2,2,2013,10,2010,4,,,633,635,,27,4
2079,"1/315 Albert Street, Balcatta",3,Villa,400000,,350,3,1,2,2010,8,,,2017,3,2000,100,,8,2
2080,"89 Hanworth, Balcatta",3,House,600000,,,3,1,1,2010,8,,,,,757,,,9,3
2083,"1/6 Kolor Court, Carramar",1,House,395000,,,4,2,2,2010,4,,,,,383,,,28,3
2084,"9 Candella Square, Stirling",0,House,1267000,1150000,,4,2,2,2014,2,2010,8,,,542,,,7,1
2089,"48 Messina Avenue, Stirling",0,House,1825000,,,5,3,3,2010,7,,,,,626,392,2009,7,1
2090,"137 Patersonia Road, Chittering",0,House,530000,,,4,1,2,2010,11,,,,,30611,,2000,54,44
2091,"18 Locarno Close, Stirling",0,House,1370000,,,5,2,2,2010,5,,,,,638,251,,7,1
2092,"558 Blue Plains Road, Chittering",0,House,500000,495000,,3,1,1,2010,2,2007,11,,,890,,1937,57,46
2094,"240 Hart Drive, Chittering",0,House,465000,,,3,1,1,2014,8,,,,,21283,108,,61,51
2096,"3 Lyrrad Brace, Stirling",0,House,920000,,,5,3,2,2010,3,,,,,525,,,8,1
2097,"2A Lowes Street, Cloverdale",3,House,625000,,,4,3,2,2010,2,,,,,358,193,2005,7,4
21,"14/75 Glendower Street, Highgate",2,Apartment,455000,,,2,1,,2010,9,,,,,,,,1,1
2100,"70 Bassingham Road, Balcatta",3,House,910000,675000,780,5,3,2,2014,3,2009,9,2011,4,809,208,,9,2
2101,"A/180 Gabriel Street, Cloverdale",3,Villa,360000,,,3,1,2,2010,2,,,,,,,,8,4
2103,"5 Messina Avenue, Stirling",0,House,1150000,1067000,,5,2,2,2014,4,2009,9,,,556,282,,7,0.96
2105,"12 Cope Street, Hamersley",2,House,655000,,,4,2,6,2011,1,,,,,862,173,1969,11,2
2106,"6/42 Gardner Street, Como",3,House,685000,,,3,2,2,2010,9,,,,,2020,148,1993,4,2
211,"P2, 125 Herdsman Parade, Wembley",3,Unit,351000,,,2,1,2,2010,9,,,,,14004,66,,5,2
2110,"2 Elm Street, Hamersley",2,House,464000,,,3,1,3,2010,9,,,,,725,125,1969,11,1
2112,"4a Mull Court, Hamersley",2,House,455000,,420,3,1,1,2010,9,,,2017,3,1174,130,,11,2
2116,"23 Motril Avenue, Coogee",1,House,680000,,550,4,2,2,2010,11,,,2009,1,710,214,1990,20,7
2117,"14B Sunart Close, Hamersley",2,Duplex,355000,,,2,1,1,2010,8,,,,,297,73,,12,2
212,"11/71 Herdsman Parade, Wembley",3,Townhouse,410000,,,2,1,1,2010,9,,,,,86,86,,5,2
2123,"10 Florizel Street, Coolbellup",1,House,561000,370000,475,3,1,,2015,7,2010,3,2015,9,890,89,1966,14,4
2124,"6 Alata Place 'Carine Glades Estate', Duncraig",0,House,1750000,,,4,4,2,2010,11,,,,,997,,,,
2126,"3 Nekaya Way, Duncraig",3,House,533000,,360,3,1,1,2010,11,,,2017,2,686,110,1984,17,2
2127,"4/15 Friar John Way, Coolbellup",1,Apartment,338000,,,3,1,2,2009,12,,,,,263,93,1970,15,4
2128,"1 Rimu, Duncraig",3,House,1520000,,,4,2,2,2010,11,,,,,511,,,13,0.73
213,"67/115 Herdsman Parade, Wembley",3,Townhouse,341000,,350,2,1,1,2010,8,,,2009,1,12040,,,5,2
2135,"4 Myaree Way, Duncraig",3,House,525000,520000,480,3,1,4,2016,12,2010,11,2016,2,725,112,1971,16,2
2136,"17B Parmelia Way, Craigie",2,Duplex,360000,,,3,1,1,2009,11,,,,,997,,,20,1
2137,"9b MacIntosh Rise, Duncraig",3,House,580000,510000,,3,1,1,2014,11,2010,9,,,1024,111,1985,15,1
2138,"123 Poynter Drive, Duncraig",3,House,705000,,,4,2,2,2010,9,,,,,790,,1985,15,2
214,"57 Gregory Street, Wembley",3,House,1800000,,,6,3,2,2010,8,,,,,653,270,1935,4,1
2152,"3/1a Jersey Street, Daglish",0,Apartment,405000,379000,,2,1,1,2016,7,2010,11,,,815,61,,4,0.26
2153,"6A Menai Retreat, Greenwood",3,Duplex,505000,427500,,3,1,1,2016,3,2010,10,,,386,,,16,0.47
2154,"5a Camelia Court, Greenwood",3,Duplex,401000,370000,,2,1,1,2014,3,2010,9,,,911,,,14,1
2156,"5/39 Hillwood Avenue, Warwick",2,Unit,301000,,,2,1,1,2010,9,,,,,145,68,,14,1
2157,"36 Balikpapan Avenue, Dianella",3,House,1200000,1075000,,5,2,2,2016,9,2015,3,,,900,287,,9,7
2161,"71 Booker Street, Dianella",3,House,765000,620000,,4,3,2,2014,10,2010,4,,,812,340,,7,5
2163,"12 Elder Place, Padbury",3,House,550000,465000,510,3,1,1,2014,1,2010,9,2014,2,807,132,1974,19,2
2169,"281A Grand Promenade, Doubleview",2,Townhouse,630000,,,3,2,2,2010,11,,,,,259,,,9,2
217,"4/55 Herdsman Parade, Wembley",3,Unit,260000,210000,295,1,1,1,2010,7,2007,9,2010,5,,,1968,5,1
2170,"9 Wild Road, Hillarys",2,House,719000,,,4,2,2,2010,10,,,,,704,214,1974,19,3
2173,"76 Preston Point Road, East Fremantle",1,House,1799000,,,4,2,2,2010,1,,,,,1254,303,1954,12,1
2175,"4/33 Waterston Gardens, Hillarys",2,Townhouse,725000,,,3,2,2,2013,7,,,,,279,153,1999,20,4
2178,"3/28 Bronte Street, East Perth",1,Apartment,590000,,,3,2,2,2010,8,,,,,145,99,2001,1,0.73
2179,"3/14 Waterloo Crescent, East Perth",1,Apartment,589000,,450,3,2,2,2010,4,,,2017,3,132,132,2003,2,1
2183,"5/11 Bennett Street, East Perth",1,Unit,340000,,380,1,1,1,2015,10,,,2016,8,740,58,2008,1,1
2184,"5/273 Hay Street, East Perth",1,Apartment,335000,,400,2,1,1,2010,6,,,2015,4,1882,73,,1,0.85
2185,"48/201 Hay Street, East Perth",1,Unit,309000,,,2,2,,2010,3,,,,,3206,,,1,1
2187,"28 Excelsior Retreat, Hillarys",2,House,770000,,,4,2,2,2010,11,,,,,800,206,1988,20,4
2188,"122 Hubert Street, East Victoria Park",0,House,980000,,,4,2,3,2010,11,,,,,674,225,1929,6,0.80
2189,"2 Fawler Glade, Padbury",3,,420000,285000,,1,1,,2010,4,2005,11,,,510,,,17,0.80
219,"158 Daglish, Wembley",3,House,1495000,,,5,2,6,2010,7,,,,,830,281,,4,1
2191,"5B McRae Court, Padbury",3,Duplex,352000,315000,300,1,1,1,2012,6,2010,2,2016,5,865,60,,19,2
2194,"41 Barbados Turn, Hillarys",2,,764000,,,,,,2010,11,,,,,475,355,2011,18,3
2195,"156 Swansea Street East, East Victoria Park",0,House,395000,,,3,1,,2010,2,,,,,336,120,,6,0.49
2197,"66 Ashburton Street, East Victoria Park",0,Duplex,518000,224500,,3,1,1,2010,11,2005,1,,,115,101,1974,5,1
2198,"18/1 Sunlander Drive, Currambine",2,Apartment,298000,,400,3,2,2,2009,3,,,2011,10,12060,103,,27,0.37
2199,"2 Camberwarra Drive, Craigie",2,House,205000,,,1,1,2,2009,3,,,,,341,118,2010,20,2
2203,"29 Settler Way, Edgewater",2,House,480000,,,4,2,1,2010,4,,,,,702,,1985,22,0.79
2204,"15a McWhae Road, Hillarys",2,House,395000,,270,2,1,1,2010,11,,,2016,8,1084,72,1980,18,2
2205,"65/177 Dampier Avenue, Kallaroo",1,Unit,495000,440000,,2,1,1,2014,4,2010,6,,,37756,96,1994,21,3
2207,"8 Benan Street, Kallaroo",1,House,640000,,550,3,2,2,2010,6,,,2016,7,456,93,1978,20,3
2208,"233/177 Dampier Avenue, Kallaroo",1,,289000,,,2,1,1,2010,6,,,,,73,66,1998,21,3
221,"50 Tilton Terrace, City Beach",3,House,2150000,1985000,,4,3,6,2014,2,2010,10,,,1089,350,,9,7
2210,"15/11 Angove Drive, Hillarys",2,Unit,455000,,,2,1,1,2010,4,,,,,261,91,1993,19,3
2212,"23 Roma Vs, Ellenbrook",0,House,410000,,,4,2,2,2010,11,,,,,459,,,,
2213,"96 177 Dampier Avenue, Kallaroo",1,Villa,495000,,,2,1,1,2010,11,,,,,37756,,,21,3
2214,"24 Riverina Drive, Ellenbrook",3,House,405000,,,4,2,2,2009,11,,,,,582,146,,22,13
2215,"15A Lygnern Crescent, Kallaroo",1,Duplex,425000,,,2,1,1,2010,11,,,,,1106,115,1974,21,3
2217,"69 Buchanan Way, Padbury",3,House,420000,367000,,2,1,1,2013,4,2010,11,,,899,,,18,2
2219,"4A Gem Cove, Craigie",2,Duplex,340000,,300,2,1,1,2010,11,,,2016,9,906,79,1986,20,0.77
222,"4 Banool Crescent, City Beach",3,House,1900000,,,4,2,4,,,,,,,1168,212,,8,5
2221,"12.11 Angove Drive, Hillarys",2,Villa,411000,,,2,1,1,2009,10,,,,,,,,19,3
2222,"202/68 Southside Drive, Hillarys",2,Unit,470000,,,2,2,1,2009,6,,,,,594040,,,18,4
2223,"4/11 Angove Drive, Hillarys",2,Villa,359000,,,2,1,1,2009,5,,,,,243,73,1993,19,3
2232,"47A Nautilus Way, Kallaroo",1,Duplex,370000,,,3,1,1,2010,9,,,,,945,90,1974,20,2
2234,"28/321 Harborne Street, Glendalough",1,Townhouse,345000,,300,2,1,1,2010,11,,,2017,1,8657,77,,5,0.52
2236,"41 The Corniche, Hillarys",2,House,2210000,345000,1100,4,4,2,2010,11,1999,8,2017,1,742,421,2001,18,3
2237,"6 Ledger Road, Gooseberry Hill",2,House,690000,,,3,2,3,2010,7,,,,,1796,153,1970,18,8
224,"15 GALI Lane, City Beach",3,House,1950000,,2300,4,2,2,2016,3,,,2013,2,422,384,2010,8,6
2242,"5/106 Williams Street, Gooseberry Hill",2,Villa,295000,,,2,1,1,2010,6,,,,,25030,85,1981,18,9
2243,"5/45 Halliday Grove, Hillarys",2,Townhouse,725000,,580,4,2,2,2010,8,,,2010,11,1530,178,2004,19,4
2245,"57-59 Bert Street, Gosnells",3,House,820000,,,3,1,,2009,12,,,,,2630,,,19,0.78
2247,"41 May Street, Gosnells",3,House,441000,,275,2,1,1,2010,3,,,2017,5,1297,110,,19,0.90
2253,"104 Dorothy Street, Gosnells",3,House,340000,,,4,2,3,2010,1,,,,,809,809,,19,1
2254,"71 Chadstone Road, Craigie",2,House,605000,,,5,3,4,2010,1,,,,,770,212,1979,19,1
2256,"1/43 Coongan Avenue, Greenmount",2,Villa,335000,,,2,1,1,2009,12,,,,,3267,,,18,4
226,"11 Hesperia Avenue, City Beach",3,House,1425000,,,6,2,2,2010,9,,,,,840,,1976,9,6
2262,"21 Orient Circle, Hillarys",2,House,960000,,,5,2,2,2009,10,,,,,259,,,19,3
2265,"A/71 Sandalwood Drive, Greenwood",3,Apartment,440000,,,3,,,2010,5,,,,,,,,14,1
2269,"12 Albyn Place, Hamersley",2,House,630000,,,4,2,2,2010,11,,,,,1120,,,12,0.83
2272,"4 Clere Rise, Woodvale",3,House,635000,,,4,2,2,2010,10,,,,,767,,,20,1
2279,"235b Trappers Drive, Woodvale",3,House,422500,,,3,1,1,2010,10,,,,,930,,1980,20,1
2280,"46A Frederick Road, Hamilton Hill",3,House,477000,,,3,1,2,2010,1,,,,,998,120,,15,4
2283,"2/345 Carrington Street, Hamilton Hill",3,Villa,420000,355000,380,3,1,1,2013,3,2010,5,2010,6,2177,109,1983,15,4
2285,"12 Timbertop, Woodvale",3,House,595000,,,5,2,2,2010,10,,,,,740,245,,18,0.80
2287,"2 Montebello Avenue, Heathridge",3,House,635000,610000,,4,2,2,2016,10,2009,12,,,479,4450,2003,22,2
2293,"47/10 Timbercrest Rise, Woodvale",3,,310000,,,1,1,1,2009,7,,,,,37306,65,,18,1
2295,"224 177 Dampier Avenue, Kallaroo",1,,300000,,,2,1,1,2010,11,,,,,37756,,,21,3
2296,"61/186 Twickenham Drive, Kingsley",3,,349950,,,2,1,2,2010,6,,,,,8379,89,,17,0.80
2297,"47/186 Twickenham Drive, Kingsley",3,Villa,339000,,,2,1,1,2010,5,,,,,8379,,,17,0.80
23,"33/46 Smith Street, Highgate",2,Apartment,390000,,,3,1,1,2010,10,,,,,3580,79,1986,1,0.60
2300,"5 37 Muirhead Way, Kingsley",3,House,376000,,,2,1,2,2010,11,,,,,3069,,,17,1
2302,"2/186 Twickenham Drive, Kingsley",3,,328000,325000,,2,1,1,2014,5,2010,3,,,10764,,,17,0.80
2304,"10/186 Twickenham Drive, Kingsley",3,Villa,310000,299000,,2,1,1,2015,2,2010,3,,,10764,89,,17,0.80
2306,"8/386 Stirling Street, Highgate",2,Townhouse,430000,400000,390,2,1,1,2016,9,2010,11,2015,12,1243,64,2006,1,0.79
2307,"31/186 Twickenham Drive, Kingsley",3,Villa,329000,,,2,1,1,2009,12,,,,,10764,82,,17,0.80
2309,"27-3A Moolanda Boulevard, Kingsley",3,House,437000,,,2,1,1,2010,11,,,,,,,,15,2
231,"7/10 Perina Way, City Beach",3,Townhouse,890000,,595,4,2,2,2010,4,,,2017,4,342,171,,10,4
2310,"102/10 Timbercrest Rise, Woodvale",3,,340000,,,2,1,1,2009,9,,,,,37306,90,,18,1
2313,"27/10 Timbercrest Rise, Woodvale",3,,335000,,,2,1,1,2009,7,,,,,37306,90,,18,1
2314,"72 Chatsworth Drive, Erskine",0,,5200000,91000,,,,,2010,11,2003,6,,,647,193,2012,69,6
2315,"12 GREENHOLM COURT, Kingsley",3,House,670000,615000,,3,2,2,2013,11,2010,11,,,569,168,,16,1
2317,"1B Richmond Place, Kingsley",3,House,455000,,,3,1,1,2010,11,,,,,978,,1982,18,0.50
232,"14/4 Perina Way, City Beach",3,Townhouse,905000,,,3,2,2,2010,10,,,,,6663,154,,10,4
2320,"19 HALIDON STREET, Kingsley",3,House,455000,97000,,3,1,1,2010,11,1993,4,,,749,171,1988,16,2
2322,"2 WHITECHAPEL LANE, Kingsley",3,House,515000,450000,400,3,1,1,2010,9,2006,11,2010,3,704,125,1981,17,0.67
2323,"17 INDIANA WAY, Hocking",1,House,525000,,,4,2,2,2010,6,,,,,563,207,2004,21,3
2324,"A/24 Copperback Circle, Huntingdale",1,House,458000,,,3,2,2,2009,12,,,,,401,,,17,4
2325,"2 ELBURY COURT, Kingsley",3,House,428000,265000,,3,1,1,2010,11,2005,3,,,553,,1979,16,1
2326,"2A GILMORE Street, Kingsley",3,Duplex,485000,445000,,3,1,1,2014,12,2010,11,,,903,109,,16,0.61
2329,"10A PEREGRINE DRIVE, Kingsley",3,,457000,,,3,1,1,2010,7,,,,,1062,111,,16,1
2332,"173A TWICKENHAM DRIVE, Kingsley",3,Duplex,417000,,350,3,1,1,2010,7,,,2012,7,927,125,1985,17,0.90
2336,"4 Phillips-Fox Terrace, Woodvale",3,House,835000,,,3,2,2,2010,5,,,,,496,,,20,1
2337,"15c Hodges Place, Innaloo",2,Townhouse,572500,,,3,2,,2010,11,,,,,1024,131,2002,9,1
2338,"53 Peregrine Drive, Kingsley",3,House,583000,,,4,2,2,2010,10,,,,,702,,,16,0.99
